text	label
ancee wae kana seat in gaba ranan	neutral
tambayi kwaɗo ka sha story 	neutral
ki shekara 2500 aunty 	neutral
patrick eholor  adams oshiomhole destroying apc to  baba atiku abubakar s advantage	neutral
sai yanzu ma aka fara daukan film din	neutral
state by state ake warkewa kenan wannan jinya da ban alajabi take	neutral
1atm  nauran cire kudi 2 pos nauran tura kudi 3 data lasisin shiga yanar gizo bayanai 4 whatsapp status halin da ake ciki ta hanyar whatsapp	neutral
wannan gsky ne yarminister 	neutral
psg pls kisatomin takalmin koda wari dayanee 	neutral
bobrisky ma yana da hope ke nan a nan gaba 	neutral
first 1st and second 2nd frame sumayya tana mafarki presido ansakoshi yadawo suna soyayya third 3r and fourth 4th frame sumayya attempting to kill mahmud after he come back to apologise and start a new relationship 	neutral
champion ta kare maka yanzu kam 	neutral
hmmm wato a ganin watan ma sai anyi inconclusive kenan 	neutral
 ya kamata ki fada mana wani side kike a debate din nan fa	neutral
ayi sauri mudai please 	neutral
ni dama xaki bani hand big in dan leka ciki koh xanga abinda nake nema	neutral
gsy yakamata agyarata kam akwai abubuwa dayawa dayakamata agyara duba da yadda kudin sadaki yayi yawa shima yakamata arageshi tundaga cikin kundin yadawo at least 15k  sabida shima aure mulkine 	neutral
this is rahama sadau 	neutral
sis kawo mu raba mana please 	neutral
ba data bane matsalarmu malam a riqa tracking yan wayoyin kidnapping lokacin kai kudin fansa	neutral
lalle masu aure zasu kawo light	neutral
this is rahama sadau 	neutral
sabon film ne oga zango	neutral
wai shi wannan ba fim din indiya na suburbuda yake fitowa ba	neutral
zasu yi dai ba wai sunyi ba ai this is naija 	neutral
toh fah yanxu an dai na ci a kannywood an koma tallar sabulu	neutral
pls there are two important questions i want to ask paulwallace123 and business 1  how did they measure the angst of nign president baba	neutral
daman kina zuwa skul din	neutral
gaskiya ne mudai yan testing ne 	neutral
point of correction zata amsa kudin karya doka a wajen matafiya 90	neutral
pls su dan qara wata biyu dan allah	neutral
my man bello had to sub tsohon sanata kai jamaa 	neutral
barin kayan dakin ta ko na kitchen	neutral
ko cha yake cikin shirin film ne 	neutral
za abani tiket kyauta inzo kallo daga funtua 	neutral
yarannan na twitter bakwaji wallahi daga cewa ta raba kafa kuma saiku canza zance haba kukuwa a neman kudintafa suke nufi ga harkar film ga kuma kasuwanci	neutral
guy yau da saa ka fito na kai shekara uku ina posting pictures dinta on many events and occasions of her life birthdays awards and some hit movies she produce amma wlh bata taɓa koda yi min like ba though a instagram ne 	neutral
wasan da nike ganin zai janhanka masu kollo shine  wasan juventus da tottenham dan zaabatakashiof  madrid club	neutral
zaa futa operation harda yin makeup 	neutral
tofa to kosuma next level din taje musune	neutral
mukam yaushe za asa muna a net ko cinema babu a sokoto wlhy munasha missing	neutral
this one wet the price of rice and fuel never go high for this december	neutral
miyau miyau want this	neutral
miji na kiyon mage mata kuma na kiyon 6era 	neutral
the 3rd pic be like yi sawri kadawka zan dan yi wani aiki neh	neutral
ashe tsohon sanata ya fara abun 	neutral
gaskiya ne wannan a gaskiya sharawa zuwaga malam aminu saira ita dan allah a daina sakin short film din labari kafun yafito pls 	neutral
 gaskiya google translate yana tsiya	neutral
a ina zan samu number ta pls 	neutral
hhhhkai ogah ba dama wlh gidan karba da ciyarwa kuma film zaya bada chitta over	neutral
i meant it rahama 	neutral
yanzu kan ai barcelonan nema ta kamu da corona virus  	neutral
mai twitin rahoto da alamu kai dan madrid ne damuwan ka messi yatafi dan kuja iska hahaha bainda zashi toh zaku cigaba da karban sabga	neutral
bbc hausa are crazy miye zaman idda kuma	neutral
akwai wani a area mu sak suna kamaina ga yaron shine fa 	neutral
nifa wannan kamar ba buhari ba wlh taka a deep look at his eyes 	neutral
ai yah oneday oneday  mutane sunata ransu ko abinsawa abaka bazabeba	neutral
restructuring or what we just need a debate we need to see the 2 babas in action	neutral
zamuji yanda zamu saka fes mas da han sanataiza 	neutral
zaki meyasa baka shiga kannywood ba 	neutral
dg apco  otunba gbenga daniel  british high commissioner to nigeria  archbishop of canterbury shifa	neutral
chap saide amusu kam amma ni lafiya na kalau da hankali bazaamin ba	neutral
ban gane wannan hausar ba million 4 kodai idanuwa nane 	neutral
the point is almuhajurun ba almajirai banei 	neutral
i suggest that our baba mbuhari should appoint peter obi as nigeria  s ambassador to china during his 2nd term febuhari	neutral
koma menene muna nan pmb no going back	neutral
mko people are baba  buhari people mbuhari	neutral
press release bolouere opukiri  the rain of justice shall fall  our attention has been drawn to various comments on social media ikon allah	neutral
dama itama yar film ce	neutral
wata sabuwa inji yan caca 9ija my country 	neutral
biafra people are baba atiku people atikuobi	neutral
bamu gansuba a wannan ko basu damu da mubane sars must stay	neutral
ticket dina na hannunka	neutral
akwai wani protest din a duniya kenan	neutral
ku ba anhanaku ammfani da twitter bah bakujin magar mr president koh 	neutral
shi wancan yace mutane kuma kunce bread 	neutral
tsalle daya ake a fada next level sai anyi dubu ba a fita bah 	neutral
ku fada mata kada ta sake ta rana kafa idan ta raba kafa boys zasu sami gurin shiga 	neutral
a haka dai kamar gaske suke magana amma upside down ce 	neutral
i just watched the replay of the debate between the campaign spokesperson for baba festus keyamo	neutral
hahhahaha ai gara ma ya dawo sabon ko crono ta rasa gurin zama	neutral
kaiii yauce alaji yacewa taska android har yayi downloading na vpn 	neutral
yo me ka gani kaje gidan biki ranar dinner party ka sha kallo uwar amarya da mijin yarta ne suke gasar rawa wannan da tayi rawa da mijnta ai lock down zai janyo ire iren waennan ayyukan to babu abin yi	neutral
joshfatoye renoomokri the guy is being sarcastic  make una free am joor  direct that question at baba	neutral
wayyo director ku ne kuka ce mu je fa har kuka ba mu makwanci idan kun ce mu dawo ko a tirela za mu iya biyo hanya	neutral
kaduna how maket 	neutral
shikuma hours nawa suka bashi ya sauka 	neutral
a yayin da rahama sadau ke siyar da mati a zazzau ahmad shi kuma na saida takalma a garin kd 4k pls kuyi min rt 	neutral
chemistry da hausa kyamistare wannan a juya kalmomi kawai akai chemistry kimyau physics kuma faiziya ko hakika	neutral
 ai babu script dama da ta kai real life story	neutral
owk sir with due respect amma dae kasan wani abun ai	neutral
kawai zanesu zamu karayi ba abinda zamu sanigaba dai gaba dai united 	neutral
sons of the caliphate season 3 nko is uncle jinjiri alive has detective keshi succeeded in arresting you how far dikko alive or dead alh umar loko nko ina kulu kallamu ta ke binta kutigi oya na	neutral
oga kamar fa ada kenan naji wai anyi wa messi saban yanka ya koma misspenalty	neutral
yes sir akwai 	neutral
fahad obaid al taffag  has presented his credentials to nigerian president baba buhari	neutral
ai bashin dan ku haka karba dan abude muku branches na restaurant na per plate a duk yanki arewanci nijeriya chanji da kuka zaba ya zo muka a next level  ku rongume ta sosai zowa 2023	neutral
president buhari breaks ramadan fast with traditional and religious leaders  photos by sunday aghaeze  god bless nigeria	neutral
lalle akwai drama wannan karon	neutral
hmmmm sai ma sun kure kenan zaka far masu kai 9ja my country 	neutral
no wonder ashe shima yana shafa hoda 	neutral
wajan d yafi bani dariya sadau tazo dubiya her dad was like meyasa mai gidanki baizo b hope dai ya baki sako she answer him 200 ya bada akawo maka he was like 200k ai taisa ayi abubuwa not knowing 200 aka bada 	neutral
bbc hausa wanne irin headline ne wannan  cewa zakuyi meyasa ake tsangwamar masu abaya a kano 	neutral
the resolutions of the joint session of the national assembly nassnigeria against baba muhammadu buhari s mbuhari	neutral
ramatou ai ana shiga kasuwa ko babu face mask	neutral
daso samu ne da kin turomin ta bluetooth 	neutral
ey nayi amfani dashi da corona yake damuna kuma nasamu sauki	neutral
zo ka tafi da admin dinnan naku 	neutral
duk party me a din nan duk na apc ce matsala aka samu 	neutral
alhaji atiku alhaji atikumedia paultarkwright dear alhaji atiku  i and my family  kindred  kinsmen  ward  village  town  local government	neutral
naurar fidda kudi naurar biyan kudi da kati bayanai matsayin whatsapp  a tafa min wallahi 	neutral
amma copy and paste kikayi ko	neutral
i have no enemy in nigeria  i inherited nigeria s enemies  if i compromise  they will be my friends  fakat	neutral
toh amma kuma abin mamaki har yanzu gamu a twitter din	neutral
what pmb will do to the opposition in 2019 baba talk am	neutral
mun godeamma how secured is ka san hackers sun bi ko wane saƙo da longu sun laɓe	neutral
i just watched the replay of the debate between the campaign spokesperson for baba  festus keyamo	neutral
gaskiyar magana ceh ya fada yan nigeria  fah idan muka sake sai anyi mana irin na libiya wallahi saboda mantuwarmu da kuma biye social media	neutral
full agenda ba mu bin shi bashi 	neutral
please aunty alqur an nayi broke cikin zakkarki ta azumi a taemaka mun da wani abu pls 2216949609 usman mukhtar zenith bank	neutral
malam atiku ai kune government yanzu mu mezamuce kenan	neutral
vaccine za ayi musu 	neutral
mudai sai ya zama cheap mu kalla a wayoyinmu	neutral
yaushe wanda yah kirkii google zai mutu   	neutral
muhadu a 2go koh whatsapp 08169661046	neutral
toh fa wannan ma labari kenan anyway ni naga kamar ba ita yake kallo bama	neutral
abun yazama wrestling ko 	neutral
kai ka hada headline din nan ko	neutral
ashe kinsan waye king 	neutral
 mi ye relegtion a hausan ce	neutral
ameen ya rabbi wlh washa yau har 600pm ina cinema ina jiranki amma shiru kuma na tambayi yace zaki shigo	neutral
wayyo aunty rahama ina dan kwalinki	neutral
i can believe this my rikadawa salamatu inaga saida safe 	neutral
 zan nemi admission	neutral
yes i am insha allah	neutral
hahaha  ku tausaya ma trump duka biyu kenan gashi ya fadi zabe ga kuma birnin new york city ya ya yan ke duk wata alaka da trump bye bye jan biri 	neutral
wallahi za muyi reporting enku 	neutral
abba house house kake ji 	neutral
oh boy  see baba	neutral
inada short tsohon video ka oga dakayi rawa harda rausaya kuma ka its	neutral
raayi riga wa ke bi a yanzu just heard an ambata	neutral
buhari scored a total of 15 191 847  atiku scored 11 262 978 votes  inec chair said 29 364 209 voters were accredited masha allah	neutral
ta hanyar rabawa kowa apple watch  series 4	neutral
dan allah inada tanbaya wai shin coroner nageria bata kama mata	neutral
guy yau da saa ka fito na kai shekara uku ina posting pictures dinta on many events and occasions of her life birthdays awards and some hit movies she produce amma wlh bata taɓa koda yi min like ba though a instagram ne 	neutral
hikenan ma haihuwa da hanji karshen riga kafi kenan ko who iyakaci naija	neutral
naira hamsin ma ta isagarin kwakin ashirin sugar na goma pure water na goma sigari na goma	neutral
lallai businesses yah kankama 	neutral
haba hajiya rahama sadau kamar ki guda don an zaftare miki 550 a account naki me zakiji kar ki bamu kunya mana mu fans naki koh da dubu 5k aka cire miki bai kamata mu muji ba mu kuma muce me idon aka cire mana 	neutral
kai haba yanzu a ina kuka yi tweeting to 	neutral
ni kam ina nan a club din na up 	neutral
matawalle is working 	neutral
alhaji atiku abubakar arrived the port harcourt in the early hours of monday	neutral
 tab grapes zasu zo da kafafinsu cant wait to see 	neutral
don t cause trouble in ekiti  osun  pdp cautions inec mutanen osun are calm people	neutral
ni da jamaar da sukayi comment akan wannan series din ammasco lubricant ne suka dauki nauyin sa	neutral
inaso inyi wata magana amma ina tsoron zuwa abuja lamme pass 	neutral
don allah ku bamu link  da zamu kalli muhawarar kai tsaye ta yan takarar gwamna a birnin kano	neutral
e no shock me oh u can act as much as u can yarinya duniyan kwana nawa ne 	neutral
of course wannan haka ne 	neutral
ya fito ku buga kodai ya fito kuyi film ko kuma kina nufin ya fito kuyi intervew din maganar gemu da gemu aure kenan	neutral
if u r asked to choose between baba atiku and mbuhari as the ceo of your organization with the intent to increase product  who will you chose	neutral
kalamar dae kamar daga kanny daga kankana wood kuma kowa yasan itace 	neutral
inama ayi mana wannan scene din a kasar nan 	neutral
ba gwanjo yakamata ayiba kamata yayi abarshi yan fake life suriqa biya suna shiga suna pic maybe nigeria zata qara arzuqilol	neutral
just kawai ba wannan muke bukataba or 	neutral
ai bamuda corona virus a nigeria 	neutral
siyasar ekiti we remain in apc  we are to work for the party and it has a candidate  in person of dr  kayode fayemi	neutral
muna buqatar salabireshon da dan wake	neutral
nigerian government scraps hnd certificate  makes new rules for polytechnics  wannan zancen ba gaskia bane	neutral
the savezamfaragroup has called on baba buhari to urgently establish an idp camp in their state to assist ravished communities	neutral
locusts of yesteryears  the officialpdpnig locusts gathered and sat round the table as if they were going to have lunch ikon allah	neutral
nasan zaa yi hakaoverprotecting dinnan baa banza yake yi ba	neutral
lol  ai banji ya rantse ba	neutral
tanbayata itace meyasa yan jarida basa kamuwa da cutar corona virus 	neutral
lolhe is like ni kika dangwalawa ko kuwa dan uwanki na adamawa 	neutral
i hope baba buhari mbuhari watched the debate till the end	neutral
pls rahama sadau ina tmby wai shi wnn bakin me yasa indai xaki photo se kin dan budeshi ne 	neutral
kudi abun nemane director 	neutral
baba buhari is in kano for the campaign	neutral
hhhh toh ya muka ganmu a twitter din 	neutral
ganduje mukeso ya hada da sarauta da gwamnatin please baba 	neutral
people that will likely not vote for baba in 2019  1  some intellects 2  victimsfamilies of fulani herdsmen attack	neutral
stoke city na daf da sayen shaqiri	neutral
shin waini jamaa miye laifin mahmud duk fa wanda yasamu dama irinta mahmud wallahi i have 100 confidence sai ya dama for that i think mahmud is right 	neutral
sai zuwa yaushe ne zaku fara sakar wannan film mai ban nishadi babban yaya don mun matsufa 	neutral
wai babu cinema a kd nenaga sai a sadau home za a haska	neutral
angani a duniyar mars ma 	neutral
wai yaushe inconclusive dinnan zai kare	neutral
to kaji kaga he kai magana ta sotsial natwurk 	neutral
 oga gaskia ta karewa barcaa ciku agida a final din super cupdan autan mu asensio ma ya leka ragarkuai ba abinda ya fi wannan cin rai	neutral
kurkura da engine daf 	neutral
anya beautiful one ni ba gidanki zanzo inci naman dazaki soya kuwa just thinking 	neutral
please someone should translate to english hausa na bai kai haka ba	neutral
yana taba gadon ba tare da hand gloves ba 	neutral
atiku has qualification in diploma in islamic law  atiku  siyasar bana	neutral
brouba from frying pan  to fire  gawan ma se an kone sannan kuma a chan ma kazalika 	neutral
wannan hasashe naneto keenan rikadawa shine uban sumayya allah kasa yafi uban laila kudikuma laila da mahamud yan uwane ba aure tsakaninsu onelabarina	neutral
kun hada balance kenan	neutral
so the aljanu refused to appear all these while sai da mijinta yayi mata kishiya 	neutral
no wahalah ohh	neutral
arise thisday 9 minutes exclusive interview with baba	neutral
guys has been hacked jamaa a kawo dauki 	neutral
subhanallah coronavirus bazataiya shiga masallacin annabi bah	neutral
a ss1 kullum inajin friends dina suna cewa malamar biology dinnan harija ce saboda bata gajiya da koyarwa idan tashigo aji nikuma bansan mesuke nufi da kalmar harija ba saina tambayesu sai sukacemin wai na tambayeta was almost ask her whats the meaning of harija	neutral
air marshall pro max kukeji	neutral
beware of scammers  alhaji atiku abubakar is not disbursing free money  you should not reveal your sensitive details	neutral
toh ita duniyar earth din shin ta kusa cika ne 	neutral
kaii jamaar mutane ko mene su baba buhari zasu yi da wadannan manyan kudaden kuma ohootoh wataqila palliatives zaa raba mana 	neutral
kema keda rahama kunyi equal kenanato maybe anyi selecting celebratys account ne mukuma ana mana forwarding	neutral
250k tashin farko yar minister	neutral
baba renamed abuja national stadium after the late chief mko abiola on june 12	neutral
kin ga dariya a fuskana  oya change ur avi ki saka hoton daushe ko baban chinedu 	neutral
to wai ko jan miyar da baba buhari yake fada nufin shi da bread za a dangwala	neutral
gaskiya sun bani tausayi a she duk wnan gwaraman tafiyan taska akayima wah da sabiragaskiya akwai chakwakiya cant wait to see season 3	neutral
 ko baki sa face mask bama dama nothing will happen	neutral
sorry mu kawai hajiya rahama k mbappe da angel di maria sune suka cire mu a final din champions leauge	neutral
sources dinmu da naku wanne yafi karfi 	neutral
and now the presidential debate	neutral
queen amina of zazzau ii 	neutral
somebody jan biro maganin daqiqin yaro	neutral
oduah dumps pdp for apga koma baya	neutral
jirgin ruwa ko kwale kwale niger is landlocked	neutral
lol kema sai kindana kenan	neutral
yoo shi vpn ba a iya katse shi ne  yoo gamu a twitter dae	neutral
kkuch nahi welcome to new language initiated by  komai mai hakan yake nufe baba	neutral
wannan yaran india  ai sai dai ireiren ku da dai za a fassara mana zamu so duo da dai naji kamar barka da eidil mubarak nelop 	neutral
wannan kitsin amurka ne weaponry	neutral
mufa mun gaji da gafara sa bamu ga kaho ba kullul sai ana cemana coming very soon amma kuma soon din taki zuwa habba	neutral
game din hotunan kannywood actors taba link ayi downloading 	neutral
yan twitter da rabinsu basu da voters card 	neutral
2 ya shugaban mai jiran gadona san kana jin yaren sosai ga sako daga mama zuwa gare kaka duba wanan video  has spoken	neutral
ipob dai ba yan bindiga ba ku cire wannan logo din ta bbc hausa ku maidashi bbc nigeria kawai 	neutral
we are just bringing the bird from our pockets in kun gane to	neutral
hmmm indiana ba a nigeria akasa wannam dokan ba maybe datai functioning	neutral
dalilai da dama misali wata tayi mafarki wai takasa numfashi saura kiris ta mutu a mafarkin tana farkawa kuwa tayi alwashin bazata qara sawa bah ba corona bah koh corola ce sai dai su buga	neutral
ba ya taro match ba	neutral
assessing the likely social and economic impacts of policy and regulatory changes  facilitating policy coordination siyasar bana	neutral
the picture seems like me bakar riga tana cewa dama wannan itace iphone 11 eh mana dama kema kin sayane aa ta saurayinace dan bani narike miyi hoto aa nice zan fara rikewa to daga ke sai ni sai me rigar sanyi tace dan allah nima kudauka dani 	neutral
come and see our baba working	neutral
akwai mana kinfi kowa sanin yace ake gane su ai  if you are ready just tell me zan baki	neutral
kaii wannan dama yayantane  rahama come here how old a u	neutral
if i ran comms for the alhaji atiku campaign  i d distill the manifestor policy document into smaller submanifesto	neutral
ammafa zaman abroad yamaidake somehow muslim durling	neutral
 bbc hausa zaku kullemun ciki waye salisu kuma dan kasane ko dan niger republic	neutral
amarya tana zuwa wurin daurin aure need 	neutral
now zasu fara ki bisu da wuta 	neutral
same to you saratu gidado 	neutral
pls tunda series din akwai tsawo kusan 300 kuyi mana x2 in a week dan allah remember ku kuka ce arewar tamu ce	neutral
joshfatoye renoomokri the guy is being sarcastic  make una free am joor  direct that question at our baba	neutral
 haka take rahama ashe kinyi court wedding 	neutral
kaji maganar banxa to xata auri kanta ne ae ba agidan aure tace kayi kishin aljihun ka ba amma indae girl friend naka ce  don babu wnd ya wajab tamaka yimata anko siyo mata shawarma etc sbd hk samari adunqule hannu 	neutral
hjy baki fasara bah dn bama jin indian creek	neutral
ai sai dai seed din kamkawai next time sai germination 	neutral
ance mati a zazzau amma baazo zazzau din an nuna mana ba guy why	neutral
ai wannan tsohon film ne kudinga dakko sabbi	neutral
wannan ai normal thing ne koni nasha yin haka tin ina sch 	neutral
ko kuma una go collect pass bayern munich own ba	neutral
tsohon abokin fadan kagame you remember that time at jomo kenyatta university  take me to burundi	neutral
tou su wanne suke a qauye basu da account talk less of bvn ya zaayi dasu 	neutral
 anty there is no kujera	neutral
from left  kano state pdp gubernatorial candidate engr abba kabir yusuf  chief peter obi the running mate of alhaji atiku abubakar	neutral
ga lokutan nuna bana bakwai a makon sa na huɗu kamar haka 1140am 0200pm 410pm 620pm 830pm super hit directed by	neutral
sun dai ji flyover kam 	neutral
lol  a mariya film season 2 kenan	neutral
hmm ina fatan kin shirya amsar da xaki baiwa journalist na akan wannan conversation xasu kira kiyi bayani kece idon duniya mai lokaci	neutral
akuma wanke hanu sosai a zauna agida idan anji yunwa asake wanke hanu hhhhhh our home land nigeria  chaii 	neutral
bbc fa abu naku ai zabe america bakuda damar fadin lbr na cikin gida yanzu aidama america din kuka koma	neutral
u guys ar d once to tell us abunda ke faruwa mana una no go kill me o	neutral
ideally  all opposition against baba and apc should rally around one flag and one candidate	neutral
this man was an an executive in the oil company in nigeria during the time the monster baba was the criminal chairman	neutral
kai zamu bawa chairman din kasuwar nan	neutral
pu 021 presidential villa abuja presidential election result apc 84 pdp 78 ku fada masu yaci wannan rumfar	neutral
kufa bbc news mugaye ne so kuke a kara kulle mu	neutral
shiyasa naga na neman wuta tunsafe domin yayi changing wayar sa 	neutral
yanzu tsakani da allah kuma sa irin wannan hotunan a twitter ya za ayi mu da ke da takano mu sa namu	neutral
tab fatiti wallah karki bari wani yamin kwace cinema bani	neutral
bama zasuyi aureba a tunanina saboda takan iya yuyuwa mahamud dan uwan lailane don baisan ubanaiba may be ubansu daya da laila 	neutral
since sun murkushe mayakan bolo haram a marte wato bakuda ma tabbas a kan hakan kuma kuke riritawa	neutral
akwai yara ah street dinnan fah wai ni miye jimai 	neutral
still on eid with no gurin zuw	neutral
sbida bbu corona d ake fda	neutral
kuita daukar hakkin tsoho yayita ciwo muku bashi a abroad harsai 9ja tqzama kakara 	neutral
baba ganduje must be fuming rn 	neutral
wannan zaben akwai matsala i hope everything will be ok soon	neutral
to a ina xamu dunga selfie yanzu	neutral
series din nan yana mun suga 	neutral
 wacce gov tazo babu su	neutral
ga wainda ya dace a bawa ministers indai cigaban kasa akeso	neutral
late comer shine wanda yake zuwa a die minute gaba daya ya canja lissafi saboda yana zuwane a ready wato ready made bi maana daga buhu sai tukunya kenan ba wani jira 	neutral
muna jiran bayani akan wasar barca don nasan akwai headline mai zafi	neutral
wannan basu banee akee dukan su please follow he will follow you back	neutral
salon kuma inji ance za abiya diya sbd zamfara katsina sokoto niger maiduguri kaduna kano yobe ankashe sunfi million amma shiru kakeji	neutral
kai daka rubuta wannan abin ruwan sama ne yazo dakai ko a naija bet aka ciyo ka ba dalilin auren bane	neutral
sbd sunqi zabarshi senate president 	neutral
kukam twitter mesa kuka mashi haka	neutral
a tsaya iya nose din dai	neutral
daga babban birnin wanke fikafikan jirgin shehu airlines tare da hadin gwaiwar man kamfanin amasco lubricant wanda ake shehu airlinesakewa fukafukanmu service munaaa gadiyaa da wannnan manhajar amma dan allah ataemaka a yaumana manhajar da zamunajin kukan tsuntsaye	neutral
mai yasa mutanen mu kullun buhari buhari dan allah koda sau daya kuzauna ku fahimci mutiminanwlh zaku gane yana yin iya nashi wallahi ni aliyu sani dakut mazaunin plateau jos nigeria  inada dalilai wadda suka tabbatarmin da haka i urge u ppl not to policies my comment	neutral
a sakamakon dura wani short videon ku da nayi ba tare da izinin ku ba an sakamin copyright strike har guda 2 dan allah ina rokon ku da ku taimakamin da ku ciremin retract copyright claimduniyar nishadi tv wannan shine link din channel din	neutral
shawara ga gwamnatin nigeria for our future miye zaihana ayi creating na wani topic for our schools tunda primary school wanda zai kama nuna darajar rayuwar danadam kodan arage wannan kashe kashen	neutral
ke ai kinjima da ganin irin wannan hukuncin a film ai 	neutral
babu gwamnatin da na ta6a kwana da yunwa as a student sai ta buhari 	neutral
gaskiya duk da ina tare da mahmud tun farko amma mahmud ya bani kunya  bai kamata yayi zumudin gayama yana son laila ba bayan yasan da sumayya ta ke son sa amma kuma 5million ba wasa ba fa	neutral
ask every political office aspirant what they will do to stop police brutality in nigeria baba mbuhari moghalukingsley atiku	neutral
chaiii a ali what am i seeingwas that not some fresh white beers girma me yafara zuwa	neutral
igwehifeanyi apcnigeria alhaji atiku that s what he said  but baba corruption is not the only problem we are having as country	neutral
baba receives in audience h e  paultarkwright  the outgoing british high commissioner to nigeria at the state house	neutral
ka bare kaci ko ka dafa ko ka soya simple 	neutral
zamu zauna amman idan her excellency yunwa tace mu fito zamu fito ahto domin itama shugaba ce	neutral
ina nancy pilocy take taxo ta raba fadan	neutral
a a wai whats going on ne please ana ta tweet ba tagging ko karin bayani explain naah 	neutral
this man has been with baba atiku from the day he was declared winner at the pdp presidential primaries	neutral
gaskiya da ina wurin da sai naci taransu buhun garin kwaki don kare hakkin bil adama  daga shugaban talakawan facebook masu amfani da free basics	neutral
ku kyale su zasu shugo england on 17th zasu hadu da kdb	neutral
ban kalla ba no light spoiler ko ina twitter facebook 	neutral
chief moshood kashimawo olawale abiola  cfr  24 august 1937 7 july 1998  was a nigerian yoruba businessman and publisher siyasar ban	neutral
wai su ncdc bazasu gaji dawannan rubuce rubucen idan har da gaskene to mugani akasa video ko photo 	neutral
wai to mukan mazauna kaduna bazaa kawo mana ba sai dai film house kano do something domin kuwa kai neh	neutral
to yau kuma wa zaa gumawa oho amman dai a dagawa sumayya kafa haka director 	neutral
sarki bakayi give away ba 	neutral
covid organic fa ko dan shi daga madagascar  yake	neutral
yace bazai miqeba idan yamiqe kauye zaikoma ba shawarma bah pizza ruwan kansa karewa zaiyi	neutral
haba falalu saikace baka ganosu ba  corona ai kudi take kawo musu harkar tsaro kuma fitarwa zasuyi	neutral
wai da kayi magana sai ace maka  ba independent ba wollah dependent din ma tace	neutral
ta6 wannan bro din naki dan sman ne kiga yadda ya damke hannunsa in the 1st pic 	neutral
if you have not watched dailynigerian s video of kano state governor alhaji ganduje  allegedly collecting bribe  do you	neutral
suntura mana gwamna ae ga irinta nan munfadi a kanon ma ae kwatar masa akayi edo no be kano wike tambuwal and kwankwaso de dey dere 	neutral
villa ta koma sambisa kawai zuwa wasu lokuta ta koma kauyen zamfara da katsina zuwa kaduna idan komi yayi normal se ta koma abuja lokacin zaben wani shugaban 	neutral
 da gaske yaushe a kusa da gidan zoo ne da zama	neutral
dude who tweet for you koma dae kai baka san halin da ake ciki ba na zanga zanga protest da ake ba da zaka qi tweeting akan shiba	neutral
baba administration has placed a ban on rice importation we will be using our local rice	neutral
indai kana naija xaka ga abun mammaki  abun kamar film yanxu interval aka shiga  minga chanji janar	neutral
zaa dawo da lukman ne saboda shine zaizama dede abokin takara ga presidor sannan shi presidor bazai iya yiwa lukuman abinda yakewa yayan talakawa ba ta dalilin haka inde yanason sumayya da gaske to zai nutsu wajen yaga ya mallaketa kuma hakan zai iya sakashi shiryiwa 	neutral
dama ae nashine da zaa sami wani yaleƙa cikin takalmin sunanshi zaku kagi believe me 	neutral
 haba baba yana close to you ai 	neutral
queen amma yaushe kika fara kallon ball ne waii	neutral
the presidential campaign is holding in kano kano people are you ready to welcome baba	neutral
mre especially ma idan da hauka kazo	neutral
mudai a hannun hagunsa muka ganshi lol	neutral
stay at restaurant sadau abinci kyauta 	neutral
hmm about a 1hr beyyi like bah balle comment  kideina kame kame kije kibawa ubannin gidanki na hakuri	neutral
larabawa ma sun fara scope kenan 	neutral
sabida ba field din shi bane shi ba likita bane ya tsaya ne a matsayin sa 	neutral
wai ina zafin kan rukayya ne naga tsawa daya presdo yayi mata ta shiga taitayin ta ko dama mahmoud ta raina 	neutral
sorry kishiya na dauka ai 40 din last season ma ba za akai ba amma sai da aka yi double	neutral
ku rabu dashi ya rasa me zeyi da kudi ne shiyasa ya taro match din i swear kuma sai ya buga 	neutral
ikon allah so ba shi ba ne kamar ta yi yawa kam well ni gani na yi ba laifi in mallam ya dan taka ai dan adam ne	neutral
tosu mata always suka ce maku suna bukata ko aure	neutral
sadau kyalesu pls hk kawai baxaki barsu susha iskaba kamarki kotasukomai ai yana bukatar iska	neutral
changing da baba yakawo neh	neutral
kaji fa wai sai yau za a fadi wannan tsohon labarin wacce kafa ce bata raba  i like this news caption though	neutral
of all the resolutions this is the one that seriously captures my interest and i intend to do a thread on it insha allah	neutral
wanene wannan may be sani sadiq know it	neutral
lallai sun dau selfie mafi tsada	neutral
force a toi safiya 	neutral
ina hasashen kasar masar  ce zata yi nasara cin cup din	neutral
kowa yakamata ya kalli wannan videon domin zai taimaka sosai  dan link din	neutral
wai shi to mai zaiyi ba abunda sukayi me zaiyi anan gaba shine issue din bawai munyi bah 	neutral
if you have not watched dailynigerian s video of kano state governor  govumarganduje  allegedly collecting bribe  do you  dan allah ku kalla	neutral
gsky abin da asuu da fg suke yi kwatakwata babu daahaba abu yaki chi yaki cinyewa gashi har an doshi shekara ana abu daya	neutral
hhhhhhh  nikam bbc kuna bane dariya sometimes idan kukai wani abun uwa a kannywood 	neutral
lallai zai kawo masa nasara sabida ko lokochin da buhari na campaign dinsa yaze sabida na lura nigeria  tabada karfinta a amurka a kominda sukeyi	neutral
done deal   whereisthechange today i signed into law a bill establishing university of petroleum resources effurun mun gode	neutral
fa baice komai ba after my special gift 	neutral
yaushe zaizo mana maid anty ramatu	neutral
